scene,config,samosa_mode,run,shoebox_ms,seg_ms,scene_class_ms,rir_ms,audio_ms,client_total_ms,rtt_ms,network_overhead_ms,server_total_ms,srv_seg_ms,srv_mobilenet_ms,srv_scene_ms,srv_rir_ms,srv_shoebox_ms,client_avg_mW,client_peak_mW,client_energy_mJ,client_power_backend,server_avg_mW,server_peak_mW,server_energy_mJ,server_power_backend,t60
scene0005,A,False,0,863.1802499949117,915.0786250029341,0.016375000996049494,3.8799579997430556,2.339166996534914,1784.4943749951199,,,,,,,,,,,,,,,,,0.2852617298776707
scene0005,A,False,1,900.8392090036068,950.249082998198,0.01620799594093114,3.744542002095841,1.8667080003069714,1856.7157500001485,,,,,,,,,,,,,,,,,0.2852617298776707
scene0005,A,False,2,897.1974590022,948.0188340021414,0.01620799594093114,3.770124996663071,1.8665839961613528,1850.8692099931068,,,,,,,,,,,,,,,,,0.2852617298776707
scene0005,A,False,3,881.5066669994849,927.9341669971473,0.016792000678833574,4.133333000936545,2.431334003631491,1816.022293001879,,,,,,,,,,,,,,,,,0.2852617298776707
scene0005,A,False,4,879.3818330013892,927.819875003479,0.01729200448608026,3.6292500008130446,2.305791997059714,1813.154042007227,,,,,,,,,,,,,,,,,0.2852617298776707
scene0005,A,True,0,1008.9562920038588,34.26641599799041,0.030499999411404133,3.61604100180557,1.8910840008175,1048.7603330038837,,,,,,,,,,,,,,,,,0.2852617298776707
scene0005,A,True,1,987.2941249996074,33.308792000752874,0.032417003239970654,3.5332499974174425,2.6310840039514005,1026.7996680049691,,,,,,,,,,,,,,,,,0.2852617298776707
scene0005,A,True,2,969.4482920021983,34.42166700551752,0.03320800169603899,3.8847920004627667,2.758416005235631,1010.5463750151102,,,,,,,,,,,,,,,,,0.2852617298776707
scene0005,A,True,3,966.4072919986211,36.62912500294624,0.024500004656147212,4.148084000917152,2.246459000161849,1009.4554600073025,,,,,,,,,,,,,,,,,0.2852617298776707
scene0005,A,True,4,980.313792002562,33.318124995275866,0.027249996492173523,4.081582999788225,2.4228330003097653,1020.163582994428,,,,,,,,,,,,,,,,,0.2852617298776707
scene0005,B,False,0,849.1256670022267,,0.03658299829112366,3.242457998567261,1.913125001010485,1066.6827500026557,212.3649170025601,125.3593730070861,87.005543995474,87.005543995474,,,,,,,,,64540.0,64540.0,5615.3,nvidia-smi (GPU),0.28526193799985294
scene0005,B,False,1,853.3509580011014,,0.030707997211720794,4.004874994279817,1.960416993824765,1048.9520829869434,189.60512500052573,126.5793270067661,63.025797993759625,63.025797993759625,,,,,,,,,43090.0,43090.0,2715.8,nvidia-smi (GPU),0.28526193799985294
scene0005,B,False,2,875.0574590012548,,0.04216700472170487,4.171166998276021,2.2170000011101365,1107.5794589996804,226.09166599431774,121.24205799773335,104.84960799658438,104.84960799658438,,,,,,,,,30300.0,30300.0,3176.9,nvidia-smi (GPU),0.28526193799985294
scene0005,B,False,3,800.8196250011679,,0.03587499668356031,5.491000003530644,3.2393340006819926,1057.762709002418,248.1768750003539,134.2138010004419,113.96307399991201,113.96307399991201,,,,,,,,,26480.0,26480.0,3017.7,nvidia-smi (GPU),0.28526193799985294
scene0005,B,False,4,891.6253749994212,,0.029209004424046725,3.343917000165675,1.9726669997908175,1098.0960430024425,201.12487499864073,122.93446799594676,78.19040700269397,78.19040700269397,,,,,,,,,19600.0,19600.0,1532.5,nvidia-smi (GPU),0.28526193799985294
scene0005,B,True,0,709.1048330039484,,0.03399999695830047,4.745625003124587,3.4941249978146516,885.8927490000497,168.51416599820368,125.88012700143736,42.63403899676632,42.63403899676632,,,,,,,,,56400.0,56400.0,2404.6,nvidia-smi (GPU),0.28526193799985294
scene0005,B,True,1,841.1713329987833,,0.0322499981848523,4.360624996479601,2.2057910027797334,1031.8446660021436,184.07466700591613,130.73847400664818,53.33619299926795,53.33619299926795,,,,,,,,,58360.0,58360.0,3112.7,nvidia-smi (GPU),0.28526193799985294
scene0005,B,True,2,844.7712089982815,,0.03383299917913973,4.426624996995088,2.1680409990949556,1047.1035829905304,195.70387499697972,128.12438100081636,67.57949399616336,67.57949399616336,,,,,,,,,34850.0,34850.0,2355.1,nvidia-smi (GPU),0.28526193799985294
scene0005,B,True,3,794.6655420018942,,0.035458004276733845,4.339624996646307,2.0352089995867573,1015.4723759987974,214.39654199639335,116.30281899124384,98.09372300514951,98.09372300514951,,,,,,,,,25380.0,25380.0,2489.6,nvidia-smi (GPU),0.28526193799985294
scene0005,B,True,4,823.3356249984354,,0.04062500374857336,3.8765419958508573,2.224040996225085,1063.04299999465,233.56616700039012,134.86751999880653,98.6986470015836,98.6986470015836,,,,,,,,,20130.0,20130.0,1986.8,nvidia-smi (GPU),0.28526193799985294
