scene,config,samosa_mode,run,shoebox_ms,seg_ms,scene_class_ms,rir_ms,audio_ms,client_total_ms,rtt_ms,network_overhead_ms,server_total_ms,srv_seg_ms,srv_mobilenet_ms,srv_scene_ms,srv_rir_ms,srv_shoebox_ms,client_avg_mW,client_peak_mW,client_energy_mJ,client_power_backend,server_avg_mW,server_peak_mW,server_energy_mJ,server_power_backend,t60
bedroom,A,False,0,2.8877500008093193,92.57287500076927,0.016707999748177826,3.576499999326188,1.9105000028503127,100.96433300350327,,,,,,,,,2621.7,2621.7,264.7,"macos-ioreg (battery, on-battery only)",,,,,0.2770688227122562
bedroom,A,False,1,11.263250002230052,97.731333997217,0.029916001949459314,3.3847499944386072,1.9907089954358526,114.39995899127098,,,,,,,,,2621.7,2621.7,299.9,"macos-ioreg (battery, on-battery only)",,,,,0.2770688227122562
bedroom,A,False,2,9.281375001592096,88.83420799975283,0.02987500192830339,3.4618749996297993,1.9107080006506294,103.51804100355366,,,,,,,,,2621.7,2621.7,271.4,"macos-ioreg (battery, on-battery only)",,,,,0.2770688227122562
bedroom,A,False,3,2.2762500011594966,92.95749999728287,0.021874999220017344,3.4670000022742897,1.9070830021519214,100.62970800208859,,,,,,,,,2621.7,2621.7,263.8,"macos-ioreg (battery, on-battery only)",,,,,0.2770688227122562
bedroom,A,False,4,1.6407500006607734,92.60512499895412,0.018167003872804344,3.3988750001299195,1.9390410016058013,99.60195800522342,,,,,,,,,2621.7,2621.7,261.1,"macos-ioreg (battery, on-battery only)",,,,,0.2770688227122562
bedroom,A,True,0,1.940041001944337,15.478124994842801,0.08829200669424608,2.5309170014224946,1.168750000942964,21.206125005846843,,,,,,,,,2621.7,2621.7,55.6,"macos-ioreg (battery, on-battery only)",,,,,0.27769740443066604
bedroom,A,True,1,7.762625005852897,12.676625003223307,0.07108299905667081,2.9842919975635596,1.5185420052148402,25.013167010911275,,,,,,,,,2621.7,2621.7,65.6,"macos-ioreg (battery, on-battery only)",,,,,0.27769740443066604
bedroom,A,True,2,1.8095830018864945,13.146625002264045,0.060625003243330866,3.0494579987134784,1.735290999931749,19.801582006039098,,,,,,,,,2621.7,2621.7,51.9,"macos-ioreg (battery, on-battery only)",,,,,0.27769740443066604
bedroom,A,True,3,1.36808400566224,14.407624999876134,0.0656669944874011,2.6370839987066574,1.4203329992596991,19.898792997992132,,,,,,,,,2621.7,2621.7,52.2,"macos-ioreg (battery, on-battery only)",,,,,0.27769740443066604
bedroom,A,True,4,7.645625002624001,14.748333000170533,0.03591700078686699,2.6234580000163987,1.5662500009057112,26.61958300450351,,,,,,,,,2621.7,2621.7,69.8,"macos-ioreg (battery, on-battery only)",,,,,0.27769740443066604
bedroom,B,False,0,1.2671670046984218,,0.13749999925494194,7.198416999017354,3.8607909955317155,174.24949999258388,161.78562499408145,63.660332998551894,98.12529199552955,98.12529199552955,,,,,2621.7,2621.7,456.8,"macos-ioreg (battery, on-battery only)",22950.0,22950.0,2252.0,nvidia-smi (GPU),0.2770604967657764
bedroom,B,False,1,7.089625003573019,,0.06641700019827113,4.160374999628402,2.029540999501478,95.57262500311481,82.22666700021364,44.39182499481831,37.83484200539533,37.83484200539533,,,,,2621.7,2621.7,250.6,"macos-ioreg (battery, on-battery only)",24450.0,24450.0,925.1,nvidia-smi (GPU),0.2770604967657764
bedroom,B,False,2,1.2387919996399432,,0.10099999781232327,3.839957993477583,1.7672920002951287,97.40199999214383,90.45495800091885,42.440584002179094,48.01437399873976,48.01437399873976,,,,,2621.7,2621.7,255.4,"macos-ioreg (battery, on-battery only)",25720.0,25720.0,1234.9,nvidia-smi (GPU),0.2770604967657764
bedroom,B,False,3,1.1661250027827919,,0.08070799958659336,4.533499995886814,2.376167001784779,119.81729100079974,111.66079100075876,63.438555007451214,48.22223599330755,48.22223599330755,,,,,2621.7,2621.7,314.1,"macos-ioreg (battery, on-battery only)",27670.0,27670.0,1334.3,nvidia-smi (GPU),0.2770604967657764
bedroom,B,False,4,1.2751249960274436,,0.0928330046008341,3.959958004998043,1.854292000643909,90.39708300406346,83.21487499779323,47.21442099980777,36.00045399798546,36.00045399798546,,,,,2621.7,2621.7,237.0,"macos-ioreg (battery, on-battery only)",28730.0,28730.0,1034.3,nvidia-smi (GPU),0.2770604967657764
bedroom,B,True,0,1.152167002146598,,0.08554099622415379,4.45166599820368,2.3728340020170435,109.76579199632397,101.7035839977325,54.67406399839092,47.029519999341574,47.029519999341574,,,,,2621.7,2621.7,287.8,"macos-ioreg (battery, on-battery only)",31270.0,31270.0,1470.6,nvidia-smi (GPU),0.2770604967657764
bedroom,B,True,1,1.5891660004854202,,0.07541700324509293,4.0424590042675845,1.7241250025108457,89.93591701437254,82.50475000386359,49.54548800014891,32.959262003714684,32.959262003714684,,,,,2621.7,2621.7,235.8,"macos-ioreg (battery, on-battery only)",32240.0,32240.0,1062.6,nvidia-smi (GPU),0.2770604967657764
bedroom,B,True,2,1.5908330024103634,,0.0973330024862662,3.7981249988661148,2.250999998068437,98.89041599672055,91.15312499488937,55.69862199627096,35.45450299861841,35.45450299861841,,,,,2621.7,2621.7,259.3,"macos-ioreg (battery, on-battery only)",32720.0,32720.0,1160.1,nvidia-smi (GPU),0.2770604967657764
bedroom,B,True,3,1.3274590019136667,,0.09683299867901951,4.04129199887393,1.914750006108079,91.50395900360309,84.12362499802839,44.58668499864871,39.53693999937968,39.53693999937968,,,,,2621.7,2621.7,239.9,"macos-ioreg (battery, on-battery only)",32660.0,32660.0,1291.3,nvidia-smi (GPU),0.2770604967657764
bedroom,B,True,4,1.2835419984185137,,0.08058299863478169,4.415750001498964,2.4448749973089434,110.98462499649031,102.75987500062911,43.33165400021244,59.42822100041667,59.42822100041667,,,,,2621.7,2621.7,291.0,"macos-ioreg (battery, on-battery only)",32720.0,32720.0,1944.5,nvidia-smi (GPU),0.2770604967657764
bedroom,C,False,0,2.007416005653795,,,,2.876083002774976,114.49916600395227,109.6156669955235,60.4923589999089,49.123307995614596,46.11193999880925,,0.006822003342676908,3.0045459934626706,,2621.7,2621.7,300.2,"macos-ioreg (battery, on-battery only)",31660.0,31660.0,1555.2,nvidia-smi (GPU),0.2770614290752866
bedroom,C,False,1,1.2848339974880219,,,,3.1703749991720542,96.1667919982574,91.71158300159732,51.546710994443856,40.16487200715346,37.61269800452283,,0.006850998033769429,2.5453230045968667,,2621.7,2621.7,252.1,"macos-ioreg (battery, on-battery only)",31470.0,31470.0,1264.0,nvidia-smi (GPU),0.2770614290752866
bedroom,C,False,2,1.57983299868647,,,,6.091667004511692,189.1657500018482,181.49424999865005,57.892103992344346,123.6021460063057,120.78252400533529,,0.00803500006441027,2.8115870009060018,,2621.7,2621.7,495.9,"macos-ioreg (battery, on-battery only)",31280.0,31280.0,3866.3,nvidia-smi (GPU),0.2770614290752866
bedroom,C,False,3,1.858250005170703,,,,2.6024580001831055,100.87720800947864,96.41650000412483,57.8271200065501,38.589379997574724,35.88590899744304,,0.007747999916318804,2.6957230002153665,,2621.7,2621.7,264.5,"macos-ioreg (battery, on-battery only)",30380.0,30380.0,1172.3,nvidia-smi (GPU),0.2770614290752866
bedroom,C,False,4,1.2757079966831952,,,,3.2142920026672073,100.47708300407976,95.98708300472936,50.55551899567945,45.43156400904991,41.58544300298672,,0.00943000486586243,3.836691001197323,,2621.7,2621.7,263.4,"macos-ioreg (battery, on-battery only)",30820.0,30820.0,1400.2,nvidia-smi (GPU),0.2770614290752866
bedroom,C,True,0,1.5948750005918555,,,,2.791833998344373,116.94270899897674,112.55600000004051,62.900557000830304,49.65544299921021,47.057404000952374,,0.007658003596588969,2.5903809946612455,,2621.7,2621.7,306.6,"macos-ioreg (battery, on-battery only)",31450.0,31450.0,1561.7,nvidia-smi (GPU),0.2770614290752866
bedroom,C,True,1,1.257667005120311,,,,2.4901249998947605,105.86212500493275,102.11433299991768,59.599451000394765,42.51488199952291,39.94732799765188,,0.006423004379030317,2.5611309974920005,,2621.7,2621.7,277.5,"macos-ioreg (battery, on-battery only)",31500.0,31500.0,1339.2,nvidia-smi (GPU),0.2770614290752866
